# time model 
2371.445456 0.991941 
2371.445684 0.991939 
2371.445911 0.991937 
2371.446138 0.991935 
2371.446365 0.991933 
2371.446593 0.991931 
2371.446820 0.991929 
2371.447047 0.991927 
2371.447274 0.991926 
2371.447501 0.991924 
2371.447729 0.991922 
2371.447956 0.991921 
2371.448183 0.991919 
2371.448410 0.991917 
2371.448638 0.991916 
2371.448865 0.991914 
2371.449092 0.991912 
2371.449319 0.991911 
2371.449547 0.991909 
2371.449774 0.991908 
2371.450001 0.991906 
2371.450228 0.991905 
2371.450455 0.991903 
2371.450683 0.991902 
2371.450910 0.991900 
2371.451137 0.991899 
2371.451364 0.991898 
2371.451592 0.991896 
2371.451819 0.991895 
2371.452046 0.991893 
2371.452273 0.991892 
2371.452501 0.991891 
2371.452728 0.991889 
2371.452955 0.991888 
2371.453182 0.991887 
2371.453410 0.991885 
2371.453637 0.991884 
2371.453864 0.991882 
2371.454091 0.991881 
2371.454318 0.991879 
2371.454546 0.991878 
2371.454773 0.991876 
2371.455000 0.991874 
2371.455227 0.991872 
2371.455455 0.991870 
2371.455682 0.991868 
2371.455909 0.991866 
2371.456136 0.991864 
2371.456364 0.991861 
2371.456591 0.991858 
2371.456818 0.991855 
2371.457045 0.991852 
2371.457272 0.991848 
2371.457500 0.991844 
2371.457727 0.991840 
2371.457954 0.991836 
2371.458181 0.991831 
2371.458409 0.991825 
2371.458636 0.991820 
2371.458863 0.991814 
2371.459090 0.991807 
2371.459318 0.991801 
2371.459545 0.991794 
2371.459772 0.991788 
2371.459999 0.991781 
2371.460226 0.991775 
2371.460454 0.991769 
2371.460681 0.991762 
2371.460908 0.991755 
2371.461135 0.991748 
2371.461363 0.991740 
2371.461590 0.991733 
2371.461817 0.991725 
2371.462044 0.991719 
2371.462272 0.991714 
2371.462499 0.991711 
2371.462726 0.991712 
2371.462953 0.991718 
2371.463180 0.991729 
2371.463408 0.991744 
2371.463635 0.991763 
2371.463862 0.991784 
2371.464089 0.991806 
2371.464317 0.991828 
2371.464544 0.991850 
2371.464771 0.991871 
2371.464998 0.991890 
2371.465226 0.991906 
2371.465453 0.991920 
2371.465680 0.991930 
2371.465907 0.991939 
2371.466134 0.991946 
2371.466362 0.991953 
2371.466589 0.991958 
2371.466816 0.991963 
2371.467043 0.991967 
2371.467271 0.991970 
2371.467498 0.991971 
2371.467725 0.991971 
2371.467952 0.991968 
2371.468180 0.991963 
2371.468407 0.991956 
2371.468634 0.991947 
2371.468861 0.991938 
2371.469089 0.991928 
2371.469316 0.991918 
2371.469543 0.991908 
2371.469770 0.991899 
2371.469997 0.991890 
2371.470225 0.991881 
2371.470452 0.991874 
2371.470679 0.991867 
2371.470906 0.991861 
2371.471134 0.991855 
2371.471361 0.991850 
2371.471588 0.991844 
2371.471815 0.991839 
2371.472043 0.991835 
2371.472270 0.991830 
2371.472497 0.991825 
2371.472724 0.991820 
2371.472951 0.991816 
2371.473179 0.991812 
2371.473406 0.991808 
2371.473633 0.991803 
2371.473860 0.991798 
2371.474088 0.991793 
2371.474315 0.991787 
2371.474542 0.991781 
2371.474769 0.991775 
2371.474997 0.991769 
2371.475224 0.991764 
2371.475451 0.991759 
2371.475678 0.991754 
2371.475905 0.991748 
2371.476133 0.991743 
2371.476360 0.991738 
2371.476587 0.991735 
2371.476814 0.991732 
2371.477042 0.991732 
2371.477269 0.991735 
2371.477496 0.991741 
2371.477723 0.991750 
