# epoch Tc_folded Tref_folded model 
2453597.945326 -0.457692 0.072219   196.824130
2453598.045326 -0.357692 0.117374   173.573425
2453598.145326 -0.257692 0.162529   136.444542
2453598.245326 -0.157692 0.207683    88.406145
2453598.345326 -0.057692 0.252838    33.299176
2453598.445326 0.042308 0.297993   -24.470251
2453598.545326 0.142308 0.343147   -80.283142
2453598.645326 0.242308 0.388302  -129.676942
2453598.745326 0.342308 0.433457  -168.702336
2453598.845326 0.442308 0.478611  -194.239022
2453598.945326 0.542308 0.523766  -204.245199
2453599.045326 0.642308 0.568920  -197.920815
2453599.145326 0.742308 0.614075  -175.771541
2453599.245326 0.842308 0.659230  -139.568337
2453599.345326 0.942308 0.704384   -92.205854
2453599.445326 1.042308 0.749539   -37.470991
2453599.545326 -1.072304 0.794694    20.259890
2453599.645326 -0.972304 0.839848    76.370878
2453599.745326 -0.872304 0.885003   126.375582
2453599.845326 -0.772304 0.930158   166.275843
2453599.945326 -0.672304 0.975312   192.881408
2453600.045326 -0.572304 0.020467   204.065012
2453600.145326 -0.472304 0.065621   198.932463
2453600.245326 -0.372304 0.110776   177.894137
2453600.345326 -0.272304 0.155931   142.632167
2453600.445326 -0.172304 0.201085    95.965947
2453600.545326 -0.072304 0.246240    41.626707
2453600.645326 0.027696 0.291395   -16.040825
2453600.745326 0.127696 0.336549   -72.425801
2453600.845326 0.227696 0.381704  -123.019925
2453600.945326 0.327696 0.426858  -163.777909
2453601.045326 0.427696 0.472013  -191.440922
2453601.145326 0.527696 0.517168  -203.797148
2453601.245326 0.627696 0.562322  -199.858639
2453601.345326 0.727696 0.607477  -179.940299
2453601.445326 0.827696 0.652632  -145.634714
2453601.545326 0.927696 0.697786   -99.684808
2453601.645326 1.027696 0.742941   -45.764538
2453601.745326 -1.086916 0.788096    11.814867
2453601.845326 -0.986916 0.833250    68.449606
2453601.945326 -0.886916 0.878405   119.611411
2453602.045326 -0.786916 0.923559   161.209607
2453602.145326 -0.686916 0.968714   189.918182
2453602.245326 -0.586916 0.013869   203.441722
2453602.345326 -0.486916 0.059023   200.698945
2453602.445326 -0.386916 0.104178   181.909150
2453602.545326 -0.286916 0.149333   148.574688
2453602.645326 -0.186916 0.194487   103.360839
2453602.745326 -0.086916 0.239642    49.882705
2453602.845326 0.013084 0.284797    -7.583833
2453602.945326 0.113084 0.329951   -64.444001
2453603.045326 0.213084 0.375106  -116.151506
2453603.145326 0.313084 0.420260  -158.572041
2453603.245326 0.413084 0.465415  -188.313843
2453603.345326 0.513084 0.510570  -202.998886
2453603.445326 0.613084 0.555724  -201.453019
2453603.545326 0.713084 0.600879  -183.799842
2453603.645326 0.813084 0.646034  -151.450827
2453603.745326 0.913084 0.691188  -106.992460
2453603.845326 1.013084 0.736343   -53.979441
2453603.945326 -1.101529 0.781497     3.349541
2453604.045326 -1.001529 0.826652    60.410708
2453604.145326 -0.901529 0.871807   112.641697
2453604.245326 -0.801529 0.916961   155.866344
2453604.345326 -0.701529 0.962116   186.628594
2453604.445326 -0.601529 0.007271   202.468831
2453604.545326 -0.501529 0.052425   202.120539
2453604.645326 -0.401529 0.097580   185.611564
2453604.745326 -0.301529 0.142735   154.261894
2453604.845326 -0.201529 0.187889   110.578112
2453604.945326 -0.101529 0.233044    58.052984
2453605.045326 -0.001529 0.278198     0.886191
2453605.145326 0.098471 0.323353   -56.351459
2453605.245326 0.198471 0.368508  -109.083490
2453605.345326 0.298471 0.413662  -153.093678
2453605.445326 0.398471 0.458817  -184.863159
2453605.545326 0.498471 0.503972  -201.851784
2453605.645326 0.598471 0.549126  -202.701216
2453605.745326 0.698471 0.594281  -187.343538
2453605.845326 0.798471 0.639435  -157.006682
2453605.945326 0.898471 0.684590  -114.116254
2453606.045326 0.998471 0.729745   -62.101584
2453606.145326 1.098471 0.774899    -5.121541
2453606.245326 -1.016141 0.820054    52.267998
2453606.345326 -0.916141 0.865209   105.478415
2453606.445326 -0.816141 0.910363   150.255235
2453606.545326 -0.716141 0.955518   183.018298
2453606.645326 -0.616141 0.000673   201.148011
2453606.745326 -0.516141 0.045827   203.194802
2453606.845326 -0.416141 0.090982   188.995018
2453606.945326 -0.316141 0.136136   159.684012
2453607.045326 -0.216141 0.181291   117.605364
2453607.145326 -0.116141 0.226446    66.123502
2453607.245326 -0.016141 0.271600     9.354691
2453607.345326 0.083859 0.316755   -48.162080
2453607.445326 0.183859 0.361910  -101.828020
2453607.545326 0.283859 0.407064  -147.352234
2453607.645326 0.383859 0.452219  -181.094801
2453607.745326 0.483859 0.497374  -200.357814
2453607.845326 0.583859 0.542528  -203.601085
2453607.945326 0.683859 0.587683  -190.565296
2453608.045326 0.783859 0.632837  -162.292732
2453608.145326 0.883859 0.677992  -121.043946
2453608.245326 0.983859 0.723147   -70.117010
2453608.345326 1.083859 0.768301   -13.583822
2453608.445326 -1.030753 0.813456    44.035469
2453608.545326 -0.930753 0.858611    98.133875
2453608.645326 -0.830753 0.903765   144.385922
2453608.745326 -0.730753 0.948920   179.093497
2453608.845326 -0.630753 0.994074   199.481533
2453608.945326 -0.530753 0.039229   203.919890
2453609.045326 -0.430753 0.084384   192.053697
2453609.145326 -0.330753 0.129538   164.831723
2453609.245326 -0.230753 0.174693   124.430520
2453609.345326 -0.130753 0.219848    74.080392
2453609.445326 -0.030753 0.265002    17.807117
2453609.545326 0.069247 0.310157   -39.889938
2453609.645326 0.169247 0.355312   -94.397566
2453609.745326 0.269247 0.400466  -141.357575
2453609.845326 0.369247 0.445621  -177.015245
2453609.945326 0.469247 0.490775  -198.519543
2453610.045326 0.569247 0.535930  -204.151080
2453610.145326 0.669247 0.581085  -193.459581
2453610.245326 0.769247 0.626239  -167.299894
2453610.345326 0.869247 0.671394  -127.763632
2453610.445326 0.969247 0.716549   -78.011945
2453610.545326 1.069247 0.761703   -22.022760
2453610.645326 -1.045365 0.806858    35.727268
2453610.745326 -0.945365 0.852013    90.620699
2453610.845326 -0.845365 0.897167   138.268493
2453610.945326 -0.745365 0.942322   174.860937
2453611.045326 -0.645365 0.987476   197.472258
2453611.145326 -0.545365 0.032631   204.294555
2453611.245326 -0.445365 0.077786   194.782345
2453611.345326 -0.345365 0.122940   169.696183
2453611.445326 -0.245365 0.168095   131.041850
2453611.545326 -0.145365 0.213250    81.909979
2453611.645326 -0.045365 0.258404    26.228942
2453611.745326 0.054635 0.303559   -31.549248
2453611.845326 0.154635 0.348713   -86.804897
2453611.945326 0.254635 0.393868  -135.120003
2453612.045326 0.354635 0.439023  -172.631499
2453612.145326 0.454635 0.484177  -196.340129
2453612.245326 0.554635 0.529332  -204.350254
2453612.345326 0.654635 0.574487  -196.021419
2453612.445326 0.754635 0.619641  -172.019561
2453612.545326 0.854635 0.664796  -134.263766
2453612.645326 0.954635 0.709951   -85.772821
2453612.745326 1.054635 0.755105   -30.423854
2453612.845326 -1.059977 0.800260    27.357673
2453612.945326 -0.959977 0.845414    82.951798
2453613.045326 -0.859977 0.890569   131.913458
2453613.145326 -0.759977 0.935724   170.327890
2453613.245326 -0.659977 0.980878   195.123642
2453613.345326 -0.559977 0.026033   204.318154
2453613.445326 -0.459977 0.071188   197.176272
2453613.545326 -0.359977 0.116342   174.269031
2453613.645326 -0.259977 0.161497   137.427994
2453613.745326 -0.159977 0.206651    89.598810
2453613.845326 -0.059977 0.251806    34.605694
2453613.945326 0.040023 0.296961   -23.154343
2453614.045326 0.140023 0.342115   -79.063059
2453614.145326 0.240023 0.387270  -128.650236
2453614.245326 0.340023 0.432425  -167.951098
2453614.345326 0.440023 0.477579  -193.823319
2453614.445326 0.540023 0.522734  -204.198267
2453614.545326 0.640023 0.567889  -198.246408
2453614.645326 0.740023 0.613043  -176.443625
2453614.745326 0.840023 0.658198  -140.533176
2453614.845326 0.940023 0.703352   -93.386303
2453614.945326 1.040023 0.748507   -38.772666
2453615.045326 -1.074589 0.793662    18.941065
2453615.145326 -0.974589 0.838816    75.140350
2453615.245326 -0.874589 0.883971   125.331739
2453615.345326 -0.774589 0.929126   165.502146
2453615.445326 -0.674589 0.974280   192.439719
2453615.545326 -0.574589 0.019435   203.990646
2453615.645326 -0.474589 0.064590   199.231366
2453615.745326 -0.374589 0.109744   178.542410
2453615.845326 -0.274589 0.154899   143.577977
2453615.945326 -0.174589 0.200053    97.133672
2453616.045326 -0.074589 0.245208    42.922979
2453616.145326 0.025411 0.290363   -14.719648
2453616.245326 0.125411 0.335517   -71.185357
